customer_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
12988,49,management,married,tertiary,no,5887,no,no,cellular,4,dec,439,3,185,5,success,yes
12989,43,management,single,tertiary,no,11891,no,no,cellular,4,dec,821,5,242,1,success,yes
12990,28,student,single,unknown,no,78,no,no,cellular,4,dec,232,3,310,2,failure,yes
12991,44,admin.,single,secondary,no,733,yes,no,cellular,4,dec,360,2,105,5,success,yes
12992,73,retired,divorced,primary,no,5028,no,no,cellular,4,dec,696,10,-1,0,unknown,yes
12993,39,management,married,tertiary,no,481,no,no,cellular,7,dec,929,5,189,1,other,yes
12994,29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,yes
12995,31,technician,married,secondary,no,684,yes,no,cellular,7,dec,620,3,-1,0,unknown,yes
12996,30,student,single,secondary,no,1681,no,no,cellular,7,dec,329,2,-1,0,unknown,yes
12997,50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other,yes
12998,42,management,married,tertiary,no,254,no,no,cellular,9,dec,288,7,183,4,success,yes
12999,37,admin.,married,secondary,no,0,yes,no,cellular,9,dec,179,1,190,1,success,yes
13000,49,technician,married,secondary,no,307,no,no,cellular,9,dec,854,1,-1,0,unknown,yes
13001,59,unemployed,married,secondary,no,957,no,no,cellular,9,dec,479,2,-1,0,unknown,yes
13002,80,retired,married,primary,no,155,no,no,telephone,9,dec,343,2,-1,0,unknown,yes
13003,86,retired,single,secondary,no,614,no,no,telephone,9,dec,595,1,-1,0,unknown,yes
13004,69,retired,married,unknown,no,426,no,no,telephone,9,dec,395,1,-1,0,unknown,yes
13005,79,retired,married,secondary,no,8304,no,no,cellular,9,dec,456,2,275,9,success,yes
13006,36,services,married,secondary,no,4721,no,no,cellular,9,dec,149,3,-1,0,unknown,yes
13007,49,management,married,tertiary,no,395,no,no,cellular,10,dec,336,5,-1,0,unknown,yes
13008,69,retired,married,secondary,no,3588,yes,no,cellular,10,dec,429,1,-1,0,unknown,yes
13009,66,retired,married,unknown,no,2540,no,no,telephone,10,dec,441,2,156,1,other,yes
13010,32,management,divorced,tertiary,no,883,yes,no,cellular,10,dec,798,1,185,5,other,yes
13011,47,management,single,tertiary,no,4402,no,no,telephone,10,dec,805,1,190,1,other,yes
13012,58,management,married,tertiary,no,256,no,no,cellular,10,dec,422,1,188,3,success,yes
13013,64,retired,married,primary,no,43,no,no,cellular,10,dec,232,1,-1,0,unknown,yes
13014,72,retired,married,primary,no,3856,no,no,cellular,10,dec,582,4,115,1,other,yes
13015,79,retired,married,primary,no,3025,no,no,cellular,11,dec,166,3,126,3,other,yes
13016,30,technician,married,secondary,no,2326,no,no,cellular,14,dec,420,1,175,2,failure,yes
13017,36,management,married,tertiary,no,925,no,no,cellular,14,dec,321,3,189,4,success,yes
13018,53,entrepreneur,married,tertiary,no,1961,no,no,cellular,15,dec,351,1,-1,0,unknown,yes
13019,34,management,married,tertiary,no,2037,no,no,cellular,15,dec,324,2,-1,0,unknown,yes
13020,29,student,single,secondary,no,459,no,no,cellular,15,dec,279,3,189,19,other,yes
13021,29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,yes
13022,81,retired,divorced,secondary,no,452,no,no,telephone,16,dec,443,1,-1,0,unknown,yes
13023,57,retired,married,secondary,no,5313,no,no,cellular,16,dec,283,2,196,1,success,yes
13024,72,retired,married,secondary,no,1533,no,no,cellular,16,dec,546,2,-1,0,unknown,yes
13025,34,services,married,secondary,no,1337,no,no,cellular,17,dec,330,2,127,3,success,yes
13026,57,management,divorced,unknown,no,2986,no,no,cellular,17,dec,222,2,231,1,failure,yes
13027,66,housemaid,married,primary,no,1230,no,no,cellular,17,dec,726,3,-1,0,unknown,yes
13028,27,student,single,secondary,no,538,no,no,cellular,18,dec,170,4,197,2,success,yes
13029,50,management,married,tertiary,no,5108,yes,no,cellular,18,dec,406,1,182,2,failure,yes
13030,75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,yes
13031,50,services,married,secondary,no,320,no,no,telephone,21,dec,294,3,315,4,success,yes
13032,32,admin.,single,secondary,no,131,yes,no,cellular,21,dec,322,1,189,1,success,yes
13033,59,retired,married,primary,no,2074,no,no,cellular,21,dec,467,1,186,2,success,yes
13034,68,retired,married,secondary,no,1443,no,no,telephone,21,dec,2062,2,257,1,success,yes
13035,31,technician,married,tertiary,no,3338,yes,no,cellular,21,dec,264,2,-1,0,unknown,yes
13036,64,self-employed,married,tertiary,no,661,no,no,cellular,21,dec,367,2,294,2,failure,yes
13037,30,unemployed,divorced,secondary,no,7105,no,no,cellular,22,dec,321,2,-1,0,unknown,yes
13038,60,admin.,married,secondary,no,3735,no,no,cellular,22,dec,190,1,188,9,success,yes
13039,35,management,single,tertiary,no,538,no,no,cellular,22,dec,410,3,165,2,other,yes
13040,72,retired,married,primary,no,4657,no,no,cellular,22,dec,305,3,309,5,success,yes
13041,30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,282,1,203,1,success,yes
13042,52,unemployed,divorced,secondary,no,230,no,no,cellular,24,dec,422,2,-1,0,unknown,yes
13043,33,management,married,tertiary,no,1808,no,no,cellular,28,dec,250,3,-1,0,unknown,yes
13044,84,retired,married,secondary,no,81204,no,no,telephone,28,dec,679,1,313,2,other,yes
13045,43,management,married,tertiary,no,3518,no,no,cellular,28,dec,206,2,196,2,success,yes
13046,39,technician,single,tertiary,no,25,yes,no,cellular,28,dec,315,1,210,2,success,yes
13047,25,technician,married,tertiary,no,2551,no,no,cellular,28,dec,400,3,-1,0,unknown,yes
13048,38,admin.,married,secondary,no,11303,no,no,cellular,28,dec,473,2,216,2,failure,yes
13049,44,management,married,unknown,no,2724,no,no,cellular,28,dec,893,1,-1,0,unknown,yes
13050,20,student,single,unknown,no,755,no,no,cellular,29,dec,284,1,-1,0,unknown,yes
13051,32,management,single,tertiary,no,718,yes,no,cellular,29,dec,155,1,197,1,success,yes
13052,23,services,single,secondary,no,870,no,no,cellular,29,dec,296,1,176,4,success,yes
13053,35,unemployed,married,secondary,no,978,no,no,cellular,29,dec,1370,3,209,3,success,yes
13054,61,management,married,secondary,no,544,no,no,cellular,29,dec,63,3,200,9,success,yes
13055,46,management,divorced,tertiary,no,461,no,no,cellular,30,dec,369,2,-1,0,unknown,yes
13056,70,retired,married,primary,no,2795,no,no,cellular,8,jan,301,2,-1,0,unknown,yes
13057,25,technician,single,secondary,no,139,no,yes,cellular,11,jan,202,1,91,1,success,yes
13058,57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,yes
13059,55,admin.,married,secondary,no,1633,no,no,cellular,11,jan,210,1,192,2,success,yes
13060,33,management,married,tertiary,no,6513,yes,no,cellular,11,jan,170,1,343,1,other,yes
13061,73,retired,married,primary,no,1388,no,no,telephone,11,jan,767,2,83,1,success,yes
13062,34,unemployed,single,secondary,no,15,no,no,cellular,12,jan,377,1,-1,0,unknown,yes
13063,31,technician,single,secondary,no,2544,no,no,cellular,12,jan,229,1,279,2,success,yes
13064,25,blue-collar,single,secondary,no,2007,no,no,cellular,12,jan,265,2,-1,0,unknown,yes
13065,30,technician,married,tertiary,no,2166,no,no,cellular,12,jan,316,2,-1,0,unknown,yes
13066,28,self-employed,single,tertiary,no,4579,no,no,cellular,12,jan,409,2,-1,0,unknown,yes
13067,21,student,single,secondary,no,2488,no,no,telephone,12,jan,661,2,92,1,success,yes
13068,87,retired,married,primary,no,2190,no,no,telephone,12,jan,512,2,-1,0,unknown,yes
13069,22,student,single,secondary,no,254,no,no,cellular,13,jan,143,2,-1,0,unknown,yes
13070,28,self-employed,single,tertiary,no,1579,no,no,cellular,13,jan,163,1,91,3,failure,yes
13071,31,unemployed,married,tertiary,no,330,no,no,cellular,13,jan,260,1,194,2,success,yes
13072,60,retired,married,secondary,no,938,no,no,cellular,13,jan,380,3,-1,0,unknown,yes
13073,41,technician,single,unknown,no,5372,yes,no,cellular,13,jan,248,3,-1,0,unknown,yes
13074,24,student,single,secondary,no,3176,no,no,cellular,13,jan,108,2,-1,0,unknown,yes
13075,54,management,divorced,tertiary,no,496,no,no,cellular,13,jan,452,3,-1,0,unknown,yes
13076,35,technician,single,tertiary,no,0,no,no,cellular,14,jan,187,7,-1,0,unknown,yes
13077,70,retired,divorced,primary,no,482,no,no,telephone,14,jan,372,1,196,2,success,yes
13078,62,blue-collar,married,secondary,no,180,no,no,cellular,14,jan,183,1,90,4,other,yes
13079,59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,success,yes
13080,48,unemployed,married,secondary,no,817,no,no,cellular,14,jan,517,1,282,4,success,yes
13081,45,admin.,married,secondary,no,5021,no,no,cellular,14,jan,233,1,-1,0,unknown,yes
13082,36,admin.,married,unknown,no,991,no,no,cellular,14,jan,589,2,-1,0,unknown,yes
13083,33,services,single,secondary,no,133,no,no,cellular,14,jan,305,2,274,1,success,yes
13084,32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,-1,0,unknown,yes
13085,60,retired,divorced,tertiary,no,979,yes,no,cellular,15,jan,295,3,347,1,failure,yes
13086,39,management,married,tertiary,no,2939,no,no,cellular,15,jan,348,2,-1,0,unknown,yes
13087,37,admin.,single,secondary,no,4803,no,no,cellular,15,jan,396,2,-1,0,unknown,yes
13088,85,retired,married,primary,no,1255,no,no,cellular,15,jan,233,3,-1,0,unknown,yes
13089,79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,success,yes
13090,64,retired,married,secondary,no,588,no,no,cellular,18,jan,366,1,91,2,failure,yes
13091,42,technician,married,secondary,no,994,yes,no,cellular,18,jan,453,1,67,9,success,yes
13092,47,blue-collar,married,secondary,no,820,no,no,cellular,18,jan,262,1,91,1,success,yes
13093,66,retired,married,secondary,no,203,no,no,cellular,18,jan,353,1,195,1,success,yes
13094,61,retired,married,secondary,no,86,no,no,cellular,25,jan,639,1,94,1,success,yes
13095,27,admin.,married,tertiary,no,2855,no,no,cellular,25,jan,240,1,301,3,failure,yes
13096,63,retired,married,secondary,no,474,no,no,cellular,25,jan,423,1,-1,0,unknown,yes
13097,36,management,married,tertiary,no,203,no,no,cellular,25,jan,255,1,88,1,success,yes
13098,38,unemployed,married,primary,no,7005,yes,no,cellular,25,jan,696,1,202,2,success,yes
13099,92,retired,married,unknown,no,775,no,no,cellular,26,jan,164,4,96,3,success,yes
13100,77,retired,married,secondary,no,4112,no,no,telephone,26,jan,1616,1,95,2,success,yes
13101,30,admin.,single,secondary,no,255,no,no,cellular,27,jan,143,1,-1,0,unknown,yes
13102,81,retired,married,primary,no,243,no,no,cellular,27,jan,340,1,92,1,success,yes
13103,42,unknown,single,unknown,no,942,no,no,cellular,27,jan,245,1,92,2,success,yes
13104,48,admin.,divorced,secondary,no,1180,no,no,cellular,27,jan,142,1,238,3,other,yes
13105,52,services,married,secondary,no,992,yes,no,cellular,27,jan,342,1,92,2,success,yes
13106,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,jan,164,4,92,4,success,yes
13107,61,admin.,married,unknown,no,4629,yes,no,cellular,27,jan,181,1,92,1,success,yes
13108,20,student,single,unknown,no,829,no,no,cellular,27,jan,196,3,202,2,success,yes
13109,39,admin.,married,secondary,no,0,no,no,cellular,27,jan,366,1,436,10,failure,yes
13110,44,technician,married,secondary,no,2776,yes,no,cellular,27,jan,701,1,-1,0,unknown,yes
13111,73,retired,married,primary,no,279,no,no,cellular,28,jan,399,3,-1,0,unknown,yes
13112,36,student,single,tertiary,no,129,no,no,cellular,28,jan,918,1,93,1,success,yes
13113,48,management,married,tertiary,no,157,no,no,cellular,28,jan,417,4,-1,0,unknown,yes
13114,52,services,married,secondary,no,659,no,no,cellular,28,jan,390,4,93,1,success,yes
13115,30,blue-collar,married,secondary,no,2493,no,no,cellular,28,jan,293,2,-1,0,unknown,yes
13116,36,management,married,tertiary,no,3949,no,no,cellular,28,jan,130,2,-1,0,unknown,yes
13117,80,retired,married,primary,no,997,no,no,cellular,28,jan,151,1,91,3,success,yes
13118,33,technician,married,tertiary,no,1699,no,no,cellular,28,jan,202,1,83,3,success,yes
13119,56,technician,married,tertiary,no,1181,no,no,cellular,28,jan,186,1,433,1,failure,yes
13120,54,admin.,married,secondary,no,0,no,no,cellular,28,jan,161,1,98,2,failure,yes
13121,34,admin.,married,tertiary,no,0,no,no,cellular,28,jan,155,2,-1,0,unknown,yes
13122,66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,1,91,4,success,yes
13123,52,blue-collar,married,primary,no,306,no,no,cellular,28,jan,223,1,-1,0,unknown,yes
13124,60,retired,married,secondary,no,18967,yes,no,cellular,29,jan,177,2,-1,0,unknown,yes
13125,28,admin.,single,secondary,no,261,yes,yes,cellular,29,jan,254,3,142,6,success,yes
13126,56,retired,divorced,primary,no,694,no,no,cellular,29,jan,144,1,102,1,other,yes
13127,36,technician,married,tertiary,no,202,no,no,cellular,29,jan,313,1,120,3,failure,yes
13128,45,management,single,tertiary,no,4831,no,no,cellular,29,jan,479,11,-1,0,unknown,yes
13129,60,management,married,unknown,no,264,no,no,telephone,1,feb,265,1,-1,0,unknown,yes
13130,33,entrepreneur,single,secondary,no,278,no,no,cellular,1,feb,563,5,-1,0,unknown,yes
13131,77,retired,married,tertiary,no,7802,no,no,telephone,1,feb,483,2,-1,0,unknown,yes
13132,66,retired,married,primary,no,3629,no,no,cellular,2,feb,474,1,172,2,other,yes
13133,45,management,married,tertiary,no,547,no,no,cellular,2,feb,577,1,-1,0,unknown,yes
13134,30,student,single,unknown,no,4468,no,no,cellular,2,feb,204,1,-1,0,unknown,yes
13135,56,services,married,secondary,no,1989,no,no,cellular,3,feb,336,2,281,2,failure,yes
13136,64,housemaid,married,unknown,no,2645,no,no,telephone,3,feb,219,2,-1,0,unknown,yes
13137,30,technician,single,tertiary,no,4060,no,no,cellular,3,feb,179,1,93,1,other,yes
13138,33,technician,married,secondary,no,303,yes,no,cellular,3,feb,355,1,301,5,success,yes
13139,72,retired,married,primary,no,2600,no,no,cellular,3,feb,443,2,82,3,success,yes
13140,44,technician,married,tertiary,no,1818,yes,yes,cellular,3,feb,508,1,92,4,failure,yes
13141,37,admin.,single,secondary,no,728,no,no,cellular,3,feb,129,1,174,2,other,yes
13142,52,blue-collar,married,secondary,no,955,no,yes,cellular,3,feb,153,1,48,3,success,yes
13143,37,technician,single,secondary,no,265,yes,yes,cellular,3,feb,140,1,366,2,failure,yes
13144,34,management,married,tertiary,no,123,no,no,cellular,3,feb,301,3,-1,0,unknown,yes
13145,78,retired,married,unknown,no,4807,no,no,telephone,3,feb,892,2,104,4,success,yes
13146,45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,1,92,1,success,yes
13147,68,retired,married,tertiary,no,2812,no,no,cellular,3,feb,279,2,181,1,failure,yes
13148,53,management,married,tertiary,no,6571,no,no,cellular,3,feb,208,1,-1,0,unknown,yes
13149,39,services,married,secondary,no,2758,no,no,cellular,4,feb,658,3,-1,0,unknown,yes
13150,55,management,divorced,tertiary,no,2037,no,no,cellular,4,feb,305,2,94,3,success,yes
13151,32,student,single,tertiary,no,0,no,no,cellular,4,feb,233,3,276,2,failure,yes
13152,76,retired,married,primary,no,2223,no,no,telephone,4,feb,429,1,-1,0,unknown,yes
13153,35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,195,6,97,12,other,yes
13154,55,admin.,married,secondary,no,602,no,no,cellular,4,feb,390,2,150,6,success,yes
13155,41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes
13156,35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176,1,failure,yes
13157,80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure,yes
13158,38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes
13159,48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,489,1,178,2,failure,yes
13160,25,management,married,unknown,no,448,no,no,cellular,5,feb,151,1,297,1,success,yes
13161,36,admin.,single,tertiary,no,994,no,no,cellular,5,feb,195,1,176,5,failure,yes
13162,29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success,yes
13163,58,unemployed,married,secondary,no,1625,no,no,cellular,5,feb,286,2,-1,0,unknown,yes
13164,46,blue-collar,married,secondary,no,1144,yes,no,cellular,8,feb,376,2,129,3,other,yes
13165,23,admin.,single,tertiary,no,897,yes,no,cellular,8,feb,190,2,280,8,failure,yes
13166,67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,186,2,97,1,success,yes
13167,30,management,married,tertiary,no,1996,no,no,cellular,8,feb,1133,3,101,1,other,yes
13168,22,student,single,secondary,no,216,no,no,cellular,8,feb,363,1,187,1,success,yes
13169,45,admin.,married,secondary,no,1206,no,no,telephone,8,feb,309,1,446,3,failure,yes
13170,40,management,married,tertiary,no,1855,no,no,telephone,8,feb,78,6,-1,0,unknown,yes
13171,35,management,married,tertiary,no,62,no,no,cellular,8,feb,469,2,185,2,failure,yes
13172,33,student,married,secondary,no,1536,no,no,cellular,9,feb,359,1,92,3,success,yes
13173,60,technician,married,secondary,no,824,yes,no,cellular,9,feb,127,1,558,7,other,yes
13174,24,student,single,tertiary,no,235,no,no,cellular,9,feb,98,1,92,1,success,yes
13175,18,student,single,unknown,no,108,no,no,cellular,9,feb,92,1,183,1,success,yes
13176,65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,1,92,1,success,yes
13177,27,management,single,tertiary,no,390,no,no,cellular,9,feb,120,2,104,2,failure,yes
13178,35,admin.,single,secondary,no,-32,no,yes,cellular,9,feb,63,4,182,5,failure,yes
13179,39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
13180,53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,164,2,92,1,success,yes
13181,23,student,single,secondary,no,480,no,no,cellular,9,feb,742,2,182,1,failure,yes
13182,34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,243,2,92,3,success,yes
13183,36,management,single,tertiary,no,479,no,no,cellular,9,feb,629,2,-1,0,unknown,yes
13184,52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,153,1,92,13,success,yes
13185,36,student,single,unknown,no,417,no,no,cellular,10,feb,151,1,-1,0,unknown,yes
13186,61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,2,92,5,success,yes
13187,58,technician,married,secondary,no,589,yes,no,cellular,10,feb,511,3,183,6,success,yes
13188,48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,406,2,92,2,success,yes
13189,34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,314,2,156,4,other,yes
13190,58,management,married,secondary,no,2155,no,yes,cellular,10,feb,135,2,92,5,success,yes
13191,39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,691,2,180,5,failure,yes
13192,44,management,married,tertiary,no,1791,no,no,cellular,11,feb,71,1,190,1,success,yes
13193,54,unknown,married,secondary,no,2206,no,no,cellular,11,feb,449,1,91,3,success,yes
13194,27,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,1,91,4,success,yes
13195,77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success,yes
13196,30,admin.,single,secondary,no,4448,no,no,cellular,11,feb,112,8,-1,0,unknown,yes
13197,61,retired,married,tertiary,no,5267,no,no,cellular,11,feb,226,3,-1,0,unknown,yes
13198,76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,1,90,4,success,yes
13199,28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,253,1,174,4,success,yes
13200,35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92,5,success,yes
13201,59,technician,married,secondary,no,116,no,no,cellular,11,feb,268,1,183,7,success,yes
13202,42,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,456,2,184,2,success,yes
13203,35,self-employed,single,tertiary,no,353,no,no,cellular,11,feb,352,1,183,1,success,yes
13204,71,retired,married,secondary,no,1712,no,no,cellular,11,feb,660,1,-1,0,unknown,yes
13205,60,retired,married,secondary,no,523,no,no,cellular,11,feb,467,1,182,3,success,yes
13206,34,blue-collar,married,secondary,no,1454,yes,no,cellular,11,feb,231,2,297,2,failure,yes
13207,57,retired,married,primary,no,9367,no,no,cellular,11,feb,981,1,90,6,success,yes
13208,75,retired,married,secondary,no,291,no,no,cellular,11,feb,515,1,183,1,failure,yes
13209,64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
13210,36,technician,married,tertiary,no,341,no,no,cellular,12,feb,419,2,183,1,success,yes
13211,29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes
13212,34,management,single,tertiary,no,13014,no,no,cellular,12,feb,637,1,183,1,success,yes
13213,26,unemployed,single,secondary,no,632,no,no,cellular,12,feb,218,1,-1,0,unknown,yes
13214,41,management,married,tertiary,no,27696,no,no,cellular,12,feb,138,2,184,3,success,yes
13215,47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other,yes
13216,52,management,married,tertiary,no,4675,no,no,cellular,12,feb,181,3,-1,0,unknown,yes
13217,32,technician,married,secondary,no,3271,no,no,cellular,12,feb,375,1,374,1,other,yes
13218,21,student,single,secondary,no,123,no,no,telephone,12,feb,379,5,93,2,success,yes
13219,54,technician,married,secondary,no,10185,no,no,cellular,12,feb,251,1,186,3,success,yes
13220,29,management,single,tertiary,no,1026,no,no,cellular,12,feb,138,2,92,2,success,yes
13221,32,management,married,tertiary,no,905,no,no,cellular,12,feb,666,4,-1,0,unknown,yes
13222,38,services,married,secondary,no,775,no,no,cellular,12,feb,1835,3,182,2,success,yes
13223,48,unemployed,married,secondary,no,926,no,no,cellular,15,feb,382,4,185,6,success,yes
13224,46,management,married,tertiary,no,349,no,no,cellular,15,feb,295,2,616,1,failure,yes
13225,32,technician,married,secondary,no,484,yes,no,cellular,15,feb,83,6,187,3,success,yes
13226,49,services,married,primary,no,1830,yes,no,cellular,15,feb,136,1,-1,0,unknown,yes
13227,37,management,married,tertiary,no,2987,yes,no,cellular,15,feb,93,1,91,9,failure,yes
13228,37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,1,91,2,success,yes
13229,23,student,single,secondary,no,431,no,no,cellular,15,feb,201,3,186,2,success,yes
13230,58,admin.,married,secondary,no,169,no,no,cellular,15,feb,216,1,91,4,success,yes
13231,45,management,married,tertiary,no,226,yes,no,cellular,15,feb,91,4,185,6,success,yes
13232,30,unemployed,single,secondary,no,2424,no,no,cellular,15,feb,337,1,95,2,success,yes
13233,23,student,single,secondary,no,1234,no,no,cellular,15,feb,379,1,91,1,success,yes
13234,34,management,married,tertiary,no,271,yes,no,cellular,15,feb,308,1,94,4,success,yes
13235,27,management,single,tertiary,no,-69,yes,no,cellular,15,feb,205,3,-1,0,unknown,yes
13236,28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown,yes
13237,61,self-employed,divorced,tertiary,no,52587,no,no,cellular,15,feb,394,3,189,1,success,yes
13238,27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,yes
13239,34,management,single,tertiary,no,2159,no,no,unknown,18,feb,386,1,-1,0,unknown,yes
13240,52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes
13241,28,technician,single,secondary,no,154,yes,no,cellular,18,feb,416,2,-1,0,unknown,yes
13242,35,management,single,tertiary,no,681,no,no,cellular,18,feb,737,1,561,2,success,yes
13243,66,retired,married,secondary,no,2326,no,yes,cellular,18,feb,232,1,181,1,success,yes
13244,52,services,married,secondary,no,961,no,yes,cellular,18,feb,222,1,553,4,failure,yes
13245,26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,feb,269,1,-1,0,unknown,yes
13246,38,management,single,tertiary,no,455,yes,no,cellular,19,feb,255,2,555,6,success,yes
13247,59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,222,4,94,2,success,yes
13248,47,blue-collar,married,secondary,no,1568,yes,no,cellular,19,feb,388,1,262,7,success,yes
13249,22,student,single,unknown,no,1215,no,no,cellular,19,feb,145,3,192,1,failure,yes
13250,82,retired,married,secondary,no,121,no,no,telephone,19,feb,330,1,-1,0,unknown,yes
13251,60,retired,divorced,secondary,no,1,no,no,cellular,19,feb,302,1,184,1,success,yes
13252,53,management,married,tertiary,no,597,no,no,unknown,22,feb,392,1,-1,0,unknown,yes
13253,39,management,single,tertiary,no,763,no,no,cellular,22,feb,543,1,189,1,failure,yes
13254,27,unknown,single,unknown,no,326,no,no,cellular,22,feb,326,1,-1,0,unknown,yes
13255,35,management,married,tertiary,no,1380,no,no,cellular,23,feb,155,1,-1,0,unknown,yes
13256,80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
13257,47,admin.,married,secondary,no,368,no,no,cellular,23,feb,269,1,187,5,success,yes
13258,72,retired,divorced,tertiary,no,438,no,no,cellular,23,feb,279,1,-1,0,unknown,yes
13259,45,management,single,tertiary,no,483,no,no,cellular,23,feb,95,2,265,11,other,yes
13260,37,unemployed,married,tertiary,no,7620,no,no,telephone,23,feb,367,1,176,6,failure,yes
13261,29,self-employed,single,tertiary,no,805,no,no,cellular,23,feb,132,1,103,7,failure,yes
13262,40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
13263,32,management,married,tertiary,no,302,yes,yes,unknown,23,feb,61,1,384,2,failure,yes
13264,20,student,single,secondary,no,215,no,no,cellular,24,feb,175,1,92,6,success,yes
13265,48,housemaid,married,tertiary,no,5473,no,no,cellular,24,feb,127,2,184,2,success,yes
13266,60,admin.,married,secondary,no,106,no,no,cellular,24,feb,137,1,187,4,success,yes
13267,70,retired,married,primary,no,2346,no,no,cellular,24,feb,694,1,184,5,failure,yes
13268,78,retired,divorced,secondary,no,3219,no,no,cellular,24,feb,151,1,-1,0,unknown,yes
13269,52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
13270,61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes
13271,27,services,single,secondary,no,195,yes,no,cellular,25,feb,416,3,-1,0,unknown,yes
13272,63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,388,1,success,yes
13273,59,technician,married,secondary,no,7766,yes,no,cellular,25,feb,1422,1,461,1,failure,yes
13274,22,student,single,secondary,no,948,no,no,telephone,25,feb,169,1,191,3,success,yes
13275,66,management,married,unknown,no,2149,yes,no,cellular,25,feb,98,1,87,10,failure,yes
13276,74,retired,married,primary,no,1413,no,no,cellular,25,feb,385,2,-1,0,unknown,yes
13277,52,technician,married,secondary,no,117,no,no,cellular,26,feb,959,3,186,6,success,yes
13278,71,retired,divorced,secondary,no,0,no,no,cellular,26,feb,771,1,171,1,success,yes
13279,33,management,married,tertiary,no,71,no,no,cellular,26,feb,335,3,102,2,failure,yes
13280,56,technician,married,secondary,no,1938,no,yes,cellular,26,feb,229,1,192,4,success,yes
13281,30,management,single,tertiary,no,5359,no,no,cellular,26,feb,427,1,191,3,success,yes
13282,73,retired,married,unknown,no,519,no,no,telephone,26,feb,270,3,133,2,success,yes
13283,28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,525,1,89,11,failure,yes
13284,27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,-1,0,unknown,yes
13285,38,services,single,secondary,no,91,no,no,cellular,2,mar,207,1,-1,0,unknown,yes
13286,28,technician,single,secondary,no,598,yes,no,cellular,2,mar,177,1,288,2,failure,yes
13287,37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,yes
